application_date,decision_date,country,visa_type,processing_office
15-02-2024,08-06-2024,Canada,Business,Sydney
14-05-2024,26-07-2024,UK,Business,Toronto
12-04-2024,28-05-2024,Canada,Work,New York
15-03-2024,15-04-2024,USA,Tourist,New York
23-03-2024,27-06-2024,Germany,Student,Sydney
24-02-2024,04-06-2024,Germany,Work,London
19-03-2024,07-05-2024,Germany,Dependent,New York
06-12-2024,08-03-2025,Australia,Tourist,New York
30-06-2024,25-08-2024,India,Business,New York
12-11-2024,30-12-2024,USA,Work,Sydney
26-01-2024,25-05-2024,Canada,Tourist,Sydney
02-09-2024,26-12-2024,USA,Student,Sydney
28-02-2024,11-05-2024,India,Work,Toronto
16-12-2024,01-04-2025,Canada,Work,Delhi
30-04-2024,05-05-2024,Canada,Work,New York
13-10-2024,26-11-2024,India,Dependent,London
17-03-2024,23-03-2024,Australia,Student,New York
16-07-2024,12-08-2024,Canada,Student,Berlin
26-05-2024,23-08-2024,Canada,Tourist,Berlin
30-08-2024,27-11-2024,UK,Business,Delhi
09-06-2024,15-09-2024,UK,Business,Delhi
04-07-2024,18-08-2024,UK,Dependent,Delhi
30-03-2024,23-06-2024,,Student,London
14-02-2024,13-04-2024,Australia,Work,Delhi
09-02-2024,26-04-2024,Australia,Work,London
07-08-2024,15-09-2024,India,Dependent,Sydney
16-02-2024,04-05-2024,Australia,Business,Berlin
18-04-2024,07-07-2024,UK,Business,Berlin
11-09-2024,31-10-2024,USA,Student,Toronto
01-01-2024,18-04-2024,USA,Student,London
27-03-2024,26-05-2024,USA,Student,Delhi
14-11-2024,09-03-2025,Australia,Business,Delhi
10-03-2024,16-06-2024,Australia,Student,New York
06-06-2024,20-06-2024,USA,Dependent,New York
08-08-2024,06-12-2024,Germany,Business,Toronto
29-09-2024,15-12-2024,Australia,Business,Toronto
19-01-2024,05-04-2024,Germany,Business,New York
07-02-2024,04-03-2024,Canada,Business,Toronto
28-04-2024,13-05-2024,Germany,Tourist,New York
12-08-2024,08-11-2024,Canada,Student,Toronto
22-06-2024,24-09-2024,Germany,Dependent,Berlin
14-11-2024,18-01-2025,Australia,Dependent,Toronto
29-06-2024,03-08-2024,Australia,Tourist,Sydney
16-12-2024,04-03-2025,Australia,Work,New York
29-02-2024,21-05-2024,India,Business,London
07-06-2024,06-07-2024,India,Dependent,Sydney
23-10-2024,17-01-2025,UK,Tourist,New York
04-03-2024,27-03-2024,India,Tourist,Delhi
27-10-2024,09-11-2024,UK,Student,London
05-09-2024,22-12-2024,Canada,Work,London
15-10-2024,09-01-2025,Canada,Work,Toronto
04-01-2024,09-04-2024,India,Student,New York
03-08-2024,18-10-2024,Canada,Business,London
07-06-2024,20-08-2024,Australia,Business,Toronto
24-07-2024,05-09-2024,Germany,Business,Berlin
18-08-2024,01-10-2024,India,Business,New York
16-07-2024,11-11-2024,UK,Business,Sydney
18-01-2024,24-02-2024,UK,Student,Delhi
27-07-2024,01-09-2024,UK,Work,Sydney
22-04-2024,26-06-2024,USA,Student,Berlin
16-07-2024,24-08-2024,Germany,Business,Berlin
05-04-2024,08-06-2024,Canada,Student,Delhi
21-11-2024,06-02-2025,Australia,Work,New York
18-10-2024,20-01-2025,Canada,Tourist,London
15-04-2024,26-04-2024,Australia,Work,Berlin
26-08-2024,01-12-2024,India,Tourist,London
28-06-2024,17-07-2024,USA,Dependent,New York
24-08-2024,20-10-2024,Australia,Tourist,Toronto
02-06-2024,07-07-2024,India,Work,Berlin
28-05-2024,08-08-2024,Germany,Dependent,Berlin
20-06-2024,11-09-2024,Canada,Work,London
30-07-2024,27-10-2024,Canada,Tourist,London
18-06-2024,27-09-2024,UK,Work,Sydney
23-04-2024,06-06-2024,Australia,Work,Delhi
05-06-2024,27-08-2024,India,Business,Berlin
04-11-2024,23-01-2025,USA,Dependent,New York
27-12-2024,20-04-2025,UK,Work,Berlin
18-08-2024,28-09-2024,USA,Dependent,London
28-07-2024,04-09-2024,India,Dependent,Sydney
02-12-2024,06-03-2025,Germany,Tourist,New York
24-04-2024,05-05-2024,Germany,Work,Berlin
03-08-2024,24-08-2024,Germany,Business,Sydney
21-04-2024,08-07-2024,Australia,Dependent,Sydney
24-09-2024,12-12-2024,UK,Student,New York
21-03-2024,08-04-2024,India,Dependent,Toronto
07-03-2024,19-03-2024,Australia,Tourist,Delhi
02-09-2024,13-12-2024,India,Business,London
03-06-2024,01-10-2024,Germany,Work,New York
26-05-2024,19-08-2024,Australia,Business,London
21-06-2024,25-08-2024,Germany,Tourist,New York
20-01-2024,25-02-2024,India,Student,London
22-05-2024,07-08-2024,Canada,Work,Toronto
02-02-2024,25-02-2024,Australia,Dependent,New York
17-10-2024,28-10-2024,India,Tourist,Sydney
01-07-2024,19-07-2024,USA,Student,New York
24-08-2024,10-10-2024,Canada,Work,Berlin
27-12-2024,18-03-2025,Canada,Tourist,London
25-10-2024,12-12-2024,Australia,Business,Delhi
11-10-2024,10-12-2024,India,Dependent,Berlin
21-04-2024,04-05-2024,UK,Work,Berlin
01-06-2024,30-06-2024,UK,Work,Toronto
17-07-2024,19-08-2024,India,Student,New York
04-10-2024,18-12-2024,UK,Student,New York
31-05-2024,26-09-2024,USA,Tourist,Toronto
21-03-2024,19-06-2024,Australia,Tourist,Delhi
07-05-2024,05-06-2024,UK,Business,London
03-04-2024,11-05-2024,Canada,Tourist,Sydney
25-02-2024,03-03-2024,UK,Tourist,Sydney
18-08-2024,22-11-2024,Germany,Business,Berlin
20-12-2024,21-03-2025,Australia,Business,Berlin
15-01-2024,24-01-2024,Germany,Work,Sydney
28-12-2024,26-04-2025,USA,Dependent,London
14-07-2024,23-10-2024,Germany,Student,New York
30-11-2024,16-12-2024,Australia,Business,Toronto
26-05-2024,08-06-2024,Canada,Work,New York
20-01-2024,03-03-2024,USA,Work,Delhi
20-03-2024,23-04-2024,Germany,Work,Delhi
24-03-2024,18-04-2024,Germany,Dependent,London
04-08-2024,28-09-2024,UK,Tourist,Toronto
21-06-2024,27-09-2024,USA,Tourist,New York
09-03-2024,19-05-2024,USA,Dependent,New York
05-01-2024,27-01-2024,India,Tourist,London
24-07-2024,10-10-2024,India,Tourist,New York
06-01-2024,09-02-2024,India,Tourist,New York
09-05-2024,05-07-2024,Canada,Business,Delhi
20-12-2024,09-01-2025,Australia,Business,Toronto
05-07-2024,22-10-2024,India,Business,Toronto
13-03-2024,25-06-2024,Canada,Dependent,Berlin
26-06-2024,05-10-2024,UK,Tourist,Sydney
30-01-2024,26-02-2024,UK,Work,New York
29-01-2024,13-02-2024,USA,Tourist,Sydney
24-10-2024,08-01-2025,UK,Business,New York
30-04-2024,08-05-2024,USA,Work,Sydney
08-03-2024,18-03-2024,USA,Dependent,London
22-08-2024,04-09-2024,Germany,Student,Delhi
20-08-2024,24-11-2024,USA,Tourist,Sydney
08-03-2024,19-04-2024,India,Work,Delhi
12-08-2024,29-11-2024,Australia,Business,London
04-12-2024,01-04-2025,Germany,Business,Sydney
22-02-2024,12-06-2024,Canada,Business,London
13-05-2024,09-07-2024,India,Dependent,Berlin
03-04-2024,11-05-2024,India,Business,London
23-11-2024,05-02-2025,USA,Dependent,Toronto
19-03-2024,02-07-2024,Australia,Business,Sydney
16-03-2024,03-05-2024,Germany,Student,New York
20-03-2024,04-05-2024,Germany,Student,Berlin
18-12-2024,04-02-2025,Canada,Business,Berlin
24-05-2024,28-08-2024,UK,Dependent,Sydney
16-03-2024,21-04-2024,Canada,Tourist,Sydney
06-04-2024,07-06-2024,Germany,Student,New York
21-02-2024,13-03-2024,India,Student,Delhi
02-03-2024,13-05-2024,Canada,Dependent,Delhi
30-04-2024,02-08-2024,UK,Dependent,Toronto
10-11-2024,21-11-2024,Australia,Student,Toronto
26-01-2024,20-05-2024,Canada,Work,Sydney
19-01-2024,05-05-2024,Australia,Tourist,Berlin
18-03-2024,07-05-2024,India,Dependent,Berlin
12-11-2024,19-12-2024,Australia,Work,New York
02-11-2024,17-12-2024,Australia,Student,Toronto
22-02-2024,20-03-2024,USA,Tourist,Toronto
17-07-2024,25-10-2024,UK,Tourist,New York
12-10-2024,14-12-2024,USA,Tourist,Delhi
03-07-2024,25-10-2024,UK,Tourist,New York
27-02-2024,20-04-2024,USA,Business,Sydney
13-06-2024,13-09-2024,UK,Dependent,Sydney
14-07-2024,04-11-2024,USA,Tourist,Sydney
01-01-2024,03-04-2024,Germany,Tourist,New York
28-05-2024,09-07-2024,UK,Business,Delhi
05-06-2024,13-08-2024,Germany,Business,Berlin
02-11-2024,20-01-2025,UK,Student,London
25-08-2024,01-09-2024,USA,Student,London
10-11-2024,10-02-2025,Canada,Dependent,Sydney
27-06-2024,11-07-2024,Germany,Work,New York
15-12-2024,15-02-2025,Canada,Work,Berlin
25-12-2024,24-04-2025,USA,Business,Toronto
20-11-2024,17-02-2025,USA,Tourist,Berlin
11-06-2024,08-08-2024,USA,Work,New York
19-08-2024,26-10-2024,Canada,Work,New York
22-03-2024,11-05-2024,Germany,Tourist,Delhi
02-08-2024,17-08-2024,Canada,Work,Berlin
12-02-2024,06-03-2024,Germany,Tourist,Delhi
30-11-2024,21-01-2025,Germany,Tourist,New York
30-10-2024,10-12-2024,India,Student,London
29-07-2024,30-08-2024,India,Tourist,Berlin
11-06-2024,26-07-2024,Australia,Dependent,Toronto
29-04-2024,28-06-2024,USA,Business,Sydney
19-03-2024,14-06-2024,Canada,Tourist,Berlin
31-05-2024,29-08-2024,USA,Student,Toronto
12-07-2024,26-07-2024,UK,Work,Berlin
20-09-2024,28-09-2024,Australia,Dependent,London
19-02-2024,19-03-2024,USA,Student,New York
01-12-2024,12-02-2025,India,Student,London
20-10-2024,01-01-2025,USA,Tourist,Delhi
24-11-2024,09-12-2024,USA,Tourist,Delhi
29-03-2024,12-07-2024,India,Work,Sydney
31-05-2024,09-08-2024,Australia,Student,Sydney
09-07-2024,20-09-2024,USA,Business,Berlin
01-08-2024,13-10-2024,Canada,Business,London
05-01-2024,23-01-2024,Germany,Student,Berlin
16-06-2024,24-07-2024,Germany,Dependent,Delhi
18-07-2024,31-08-2024,UK,Tourist,Sydney
01-01-2024,11-01-2024,Canada,Tourist,Berlin
14-09-2024,21-11-2024,Canada,Dependent,Toronto
05-05-2024,24-08-2024,UK,Dependent,London
17-07-2024,11-10-2024,Canada,Work,Toronto
08-06-2024,20-09-2024,Australia,Student,Berlin
10-08-2024,15-11-2024,USA,Tourist,London
03-12-2024,31-12-2024,India,Dependent,New York
11-08-2024,27-11-2024,USA,Tourist,Delhi
08-04-2024,06-05-2024,India,Work,Sydney
02-02-2024,12-02-2024,UK,Tourist,Berlin
09-05-2024,21-07-2024,USA,Student,London
05-09-2024,14-11-2024,Germany,Student,Delhi
29-08-2024,22-12-2024,Germany,Business,New York
27-07-2024,15-10-2024,Germany,Dependent,Berlin
22-05-2024,08-08-2024,Australia,Dependent,Delhi
29-11-2024,24-12-2024,Germany,Tourist,Delhi
08-10-2024,15-10-2024,India,Tourist,Toronto
04-08-2024,30-09-2024,India,Tourist,Sydney
02-01-2024,14-01-2024,India,Work,New York
23-03-2024,05-06-2024,UK,Tourist,Berlin
21-07-2024,19-08-2024,India,Student,London
19-11-2024,29-11-2024,UK,Tourist,London
05-05-2024,31-08-2024,Germany,Tourist,Berlin
29-12-2024,03-01-2025,UK,Dependent,Sydney
23-03-2024,20-05-2024,Germany,Tourist,Sydney
16-10-2024,27-01-2025,Germany,Student,Delhi
18-08-2024,12-10-2024,Germany,Business,New York
22-08-2024,01-12-2024,Canada,Tourist,New York
31-03-2024,22-07-2024,Germany,Tourist,Berlin
08-11-2024,07-03-2025,Canada,Tourist,New York
04-09-2024,31-10-2024,Australia,Student,Berlin
21-06-2024,15-09-2024,India,Dependent,Toronto
31-03-2024,25-05-2024,Canada,Student,New York
10-08-2024,24-10-2024,UK,Student,Delhi
08-02-2024,08-03-2024,USA,Dependent,New York
12-04-2024,10-08-2024,USA,Dependent,New York
20-02-2024,21-05-2024,Germany,Dependent,Sydney
24-04-2024,12-06-2024,USA,Business,Sydney
,09-02-2025,India,Dependent,Toronto
15-06-2024,18-09-2024,Australia,Student,Toronto
03-09-2024,10-11-2024,Canada,Student,Sydney
23-01-2024,22-03-2024,Australia,Work,Berlin
26-03-2024,31-03-2024,Australia,Dependent,Berlin
21-02-2024,14-06-2024,Australia,Work,New York
08-02-2024,02-05-2024,USA,Business,Berlin
15-08-2024,11-10-2024,India,Business,Berlin
21-12-2024,09-01-2025,UK,Dependent,Toronto
23-10-2024,14-02-2025,Germany,Tourist,Berlin
20-12-2024,01-02-2025,UK,Business,New York
11-12-2024,18-12-2024,Australia,Tourist,Sydney
19-07-2024,10-09-2024,UK,Business,Berlin
15-07-2024,25-10-2024,USA,Dependent,London
21-10-2024,09-02-2025,India,Tourist,London
17-08-2024,17-09-2024,UK,Dependent,Berlin
30-10-2024,15-01-2025,USA,Work,London
24-04-2024,15-07-2024,UK,Business,Sydney
21-11-2024,27-11-2024,Canada,Work,New York
23-10-2024,15-02-2025,Germany,Student,Toronto
17-05-2024,10-08-2024,Canada,Tourist,Berlin
29-07-2024,26-09-2024,Germany,Work,Delhi
12-08-2024,29-10-2024,Germany,Business,Toronto
12-01-2024,28-03-2024,India,Dependent,Berlin
22-08-2024,05-10-2024,Australia,Business,London
13-10-2024,02-12-2024,Australia,Dependent,Berlin
25-05-2024,20-07-2024,UK,Student,Berlin
09-04-2024,25-07-2024,Germany,Dependent,London
27-02-2024,24-04-2024,Canada,Tourist,London
22-08-2024,01-11-2024,Australia,Work,New York
23-07-2024,29-10-2024,Germany,Dependent,Berlin
24-02-2024,17-04-2024,UK,Dependent,Berlin
15-01-2024,22-02-2024,UK,Work,Delhi
05-11-2024,01-12-2024,Australia,Dependent,Toronto
06-01-2024,21-02-2024,USA,Student,Delhi
24-03-2024,19-05-2024,USA,Business,Delhi
22-07-2024,16-09-2024,UK,Dependent,Berlin
01-02-2024,08-02-2024,Germany,Tourist,London
30-09-2024,19-01-2025,UK,Work,Berlin
23-02-2024,05-06-2024,USA,Student,Berlin
03-10-2024,20-12-2024,Germany,Tourist,Sydney
22-01-2024,09-03-2024,Canada,Work,Sydney
03-10-2024,17-12-2024,USA,Dependent,Berlin
30-08-2024,07-10-2024,Australia,Student,Berlin
26-06-2024,23-08-2024,USA,Student,New York
16-08-2024,29-11-2024,UK,Student,Delhi
01-01-2024,02-02-2024,India,Work,Sydney
18-07-2024,28-10-2024,Australia,Business,Delhi
30-10-2024,25-02-2025,Germany,Work,Sydney
14-04-2024,21-04-2024,UK,Business,London
19-02-2024,05-05-2024,UK,Dependent,New York
12-08-2024,25-10-2024,Australia,Work,Toronto
17-08-2024,02-11-2024,India,Dependent,Toronto
10-01-2024,07-04-2024,India,Dependent,Toronto
23-03-2024,20-05-2024,Australia,Student,Delhi
27-02-2024,22-05-2024,USA,Business,London
18-12-2024,07-01-2025,India,Tourist,London
31-05-2024,13-07-2024,UK,Tourist,Berlin
31-10-2024,10-11-2024,Canada,Business,London
06-12-2024,23-01-2025,Canada,Dependent,Toronto
10-07-2024,05-08-2024,UK,Student,Toronto
13-03-2024,26-06-2024,USA,Student,London
25-06-2024,16-09-2024,Germany,Business,Toronto
11-03-2024,25-04-2024,Canada,Tourist,New York
02-04-2024,22-04-2024,Germany,Student,London
30-04-2024,01-06-2024,Australia,Work,Toronto
16-01-2024,23-02-2024,Canada,Work,Toronto
18-07-2024,30-08-2024,Germany,Work,Sydney
15-06-2024,06-08-2024,Germany,Tourist,Berlin
11-08-2024,26-09-2024,USA,Student,New York
30-09-2024,02-11-2024,UK,Student,Toronto
11-02-2024,04-03-2024,UK,Work,Sydney
27-06-2024,29-07-2024,India,Tourist,Sydney
01-11-2024,13-11-2024,India,Tourist,Toronto
06-03-2024,03-06-2024,USA,Student,Delhi
29-08-2024,03-10-2024,Australia,Tourist,Sydney
25-08-2024,01-11-2024,USA,Business,London
01-10-2024,27-12-2024,Germany,Tourist,Berlin
26-06-2024,10-09-2024,UK,Work,Berlin
15-06-2024,11-07-2024,USA,Dependent,Sydney
05-06-2024,01-07-2024,Australia,Work,New York
30-12-2024,23-04-2025,UK,Student,Toronto
29-02-2024,08-05-2024,UK,Business,London
10-11-2024,25-11-2024,Canada,Student,Delhi
21-06-2024,02-07-2024,Germany,Student,London
06-06-2024,26-08-2024,India,Work,Toronto
20-08-2024,03-10-2024,UK,Business,New York
06-07-2024,30-09-2024,USA,Work,New York
01-06-2024,01-08-2024,Germany,Work,Delhi
24-08-2024,13-09-2024,UK,Dependent,London
25-12-2024,12-04-2025,Germany,Business,New York
13-05-2024,24-06-2024,Germany,Tourist,Delhi
19-06-2024,23-07-2024,Canada,Dependent,Berlin
16-01-2024,18-02-2024,USA,Student,Berlin
21-04-2024,18-06-2024,India,Student,Sydney
12-04-2024,17-05-2024,Australia,Dependent,Berlin
03-04-2024,01-06-2024,India,Dependent,Toronto
16-09-2024,28-11-2024,USA,Dependent,Delhi
29-06-2024,13-10-2024,USA,Business,Berlin
31-08-2024,30-09-2024,India,Work,Berlin
10-08-2024,07-09-2024,UK,Student,London
02-04-2024,22-04-2024,Canada,Work,Toronto
16-06-2024,05-10-2024,Australia,Tourist,London
25-04-2024,30-06-2024,Germany,Student,Delhi
19-09-2024,05-12-2024,India,Work,Toronto
17-12-2024,21-02-2025,USA,Work,London
14-07-2024,20-09-2024,India,Business,Toronto
12-07-2024,06-08-2024,Germany,Business,Berlin
03-02-2024,18-03-2024,USA,Tourist,Toronto
10-03-2024,29-05-2024,Germany,Dependent,London
11-07-2024,04-10-2024,Canada,Work,London
27-01-2024,19-04-2024,Germany,Dependent,Berlin
15-01-2024,17-04-2024,India,Student,Delhi
29-09-2024,19-12-2024,Germany,Work,Toronto
26-04-2024,13-07-2024,India,Dependent,New York
16-12-2024,21-03-2025,UK,Tourist,Delhi
26-12-2024,10-01-2025,Germany,Dependent,Toronto
05-12-2024,14-02-2025,UK,Work,New York
29-11-2024,10-01-2025,Canada,Work,Sydney
20-09-2024,02-01-2025,Germany,Work,Berlin
09-12-2024,02-03-2025,Australia,Business,Berlin
08-07-2024,07-09-2024,USA,Dependent,London
08-09-2024,25-10-2024,Australia,Dependent,London
23-09-2024,14-10-2024,Germany,Student,Berlin
27-01-2024,23-02-2024,USA,Student,Toronto
25-10-2024,28-12-2024,Australia,Dependent,Berlin
04-12-2024,02-04-2025,Australia,Student,New York
02-06-2024,13-08-2024,Germany,Tourist,Sydney
07-11-2024,02-03-2025,Canada,Student,Toronto
08-01-2024,24-02-2024,Germany,Dependent,London
14-05-2024,30-06-2024,India,Work,New York
05-08-2024,12-10-2024,USA,Dependent,Toronto
24-09-2024,12-10-2024,India,Tourist,Sydney
21-04-2024,16-07-2024,India,Tourist,Berlin
14-09-2024,01-11-2024,Canada,Dependent,Delhi
11-02-2024,29-04-2024,USA,Dependent,Toronto
02-10-2024,17-10-2024,UK,Work,Berlin
06-01-2024,03-05-2024,India,Dependent,Sydney
20-10-2024,13-01-2025,USA,Student,Toronto
27-08-2024,13-11-2024,India,Work,London
16-03-2024,31-05-2024,Canada,Business,Berlin
16-04-2024,19-05-2024,UK,Student,Sydney
02-12-2024,16-01-2025,Australia,Dependent,Berlin
11-01-2024,21-04-2024,Australia,Business,Sydney
07-01-2024,19-04-2024,Australia,Work,New York
05-03-2024,04-06-2024,Canada,Student,Sydney
03-03-2024,23-03-2024,Germany,Tourist,Berlin
10-02-2024,16-02-2024,USA,Dependent,New York
20-10-2024,24-12-2024,UK,Tourist,Sydney
10-06-2024,29-07-2024,India,Tourist,Sydney
06-08-2024,16-08-2024,Germany,Student,Sydney
28-09-2024,13-11-2024,Germany,Student,Berlin
03-03-2024,13-03-2024,UK,Work,Delhi
10-03-2024,22-04-2024,USA,Business,New York
24-07-2024,06-08-2024,UK,Dependent,Toronto
15-04-2024,07-06-2024,Canada,Tourist,Toronto
10-02-2024,13-03-2024,Australia,Work,Berlin
02-11-2024,28-12-2024,Germany,Tourist,New York
29-06-2024,03-08-2024,Germany,Student,Sydney
04-01-2024,29-03-2024,UK,Dependent,London
08-08-2024,24-08-2024,UK,Work,Toronto
06-12-2024,11-01-2025,India,Work,Toronto
11-07-2024,15-08-2024,Germany,Business,Berlin
05-04-2024,25-05-2024,UK,Student,Delhi
13-07-2024,24-08-2024,USA,Business,Sydney
10-11-2024,20-11-2024,Australia,Tourist,Berlin
02-05-2024,06-07-2024,Canada,Tourist,Toronto
15-01-2024,08-05-2024,USA,Dependent,Berlin
03-08-2024,14-11-2024,Australia,Business,Toronto
03-01-2024,20-02-2024,USA,Work,New York
23-09-2024,08-10-2024,Canada,Work,London
05-02-2024,24-05-2024,Australia,Business,Delhi
18-01-2024,16-05-2024,India,Dependent,Sydney
24-08-2024,09-10-2024,Australia,Tourist,London
01-10-2024,25-01-2025,Australia,Work,Toronto
15-05-2024,25-05-2024,UK,Student,Delhi
06-04-2024,05-07-2024,Germany,Dependent,Delhi
10-03-2024,16-05-2024,USA,Student,London
14-03-2024,20-05-2024,Canada,Tourist,Toronto
09-03-2024,01-07-2024,Germany,Student,London
20-11-2024,28-12-2024,Australia,Work,Toronto
29-02-2024,11-05-2024,Germany,Tourist,Berlin
11-06-2024,25-09-2024,USA,Student,Berlin
29-07-2024,15-10-2024,India,Business,Toronto
24-07-2024,31-08-2024,Australia,Dependent,Sydney
20-12-2024,25-12-2024,Germany,Tourist,New York
15-09-2024,27-11-2024,UK,Dependent,Berlin
20-08-2024,30-11-2024,UK,Work,London
27-02-2024,20-06-2024,Australia,Tourist,London
02-10-2024,10-01-2025,Canada,Tourist,Toronto
04-03-2024,06-05-2024,UK,Tourist,Delhi
24-11-2024,22-01-2025,Germany,Dependent,Delhi
24-02-2024,04-06-2024,Canada,Work,Sydney
18-01-2024,17-02-2024,UK,Tourist,Berlin
14-09-2024,25-12-2024,Germany,Student,Berlin
09-09-2024,10-10-2024,Germany,Business,Toronto
29-11-2024,09-03-2025,UK,Dependent,New York
29-04-2024,31-05-2024,Canada,Work,Toronto
18-08-2024,24-08-2024,UK,Student,New York
05-01-2024,27-03-2024,India,Dependent,Delhi
27-06-2024,26-07-2024,Germany,Business,Delhi
05-04-2024,18-06-2024,USA,Business,New York
27-06-2024,04-08-2024,USA,Student,London
04-02-2024,02-05-2024,USA,Tourist,Delhi
08-11-2024,17-11-2024,Australia,Work,Toronto
24-08-2024,15-09-2024,India,Work,London
03-02-2024,10-02-2024,India,Business,Sydney
29-10-2024,18-02-2025,Australia,Work,Delhi
16-10-2024,17-11-2024,USA,Work,London
02-05-2024,22-08-2024,Germany,Student,Delhi
14-11-2024,19-01-2025,Australia,Dependent,London
20-02-2024,16-05-2024,USA,Tourist,London
05-10-2024,08-12-2024,India,Dependent,Sydney
12-10-2024,16-12-2024,USA,Business,London
21-10-2024,17-12-2024,USA,Tourist,New York
10-07-2024,25-07-2024,Canada,Work,New York
04-04-2024,16-05-2024,India,Work,Sydney
26-11-2024,25-02-2025,USA,Tourist,Toronto
21-02-2024,10-03-2024,Germany,Dependent,Delhi
19-01-2024,17-02-2024,UK,Business,Berlin
08-08-2024,25-08-2024,Australia,Business,New York
26-01-2024,31-03-2024,India,Tourist,Berlin
23-07-2024,23-09-2024,Australia,Tourist,Delhi
18-03-2024,30-06-2024,India,Student,Berlin
20-06-2024,02-10-2024,USA,Business,Toronto
10-03-2024,23-03-2024,Germany,Work,New York
28-07-2024,10-10-2024,Germany,Student,Delhi
22-06-2024,25-08-2024,Canada,Dependent,London
16-01-2024,28-01-2024,India,Business,New York
10-03-2024,26-04-2024,Germany,Student,Delhi
24-08-2024,25-09-2024,Germany,Business,Delhi
07-04-2024,17-07-2024,India,Business,New York
23-03-2024,08-04-2024,India,Tourist,Berlin
13-07-2024,28-09-2024,India,Dependent,Toronto
08-02-2024,06-05-2024,Canada,Business,New York
05-04-2024,25-04-2024,India,Work,London
29-12-2024,12-04-2025,UK,Business,Delhi
10-09-2024,29-09-2024,Germany,Tourist,Berlin
05-02-2024,10-04-2024,India,Business,London
05-06-2024,11-07-2024,Canada,Student,New York
25-04-2024,05-08-2024,UK,Work,New York
04-04-2024,25-05-2024,USA,Student,Sydney
22-07-2024,28-07-2024,USA,Work,New York
19-04-2024,08-07-2024,UK,Student,New York
06-12-2024,14-03-2025,India,Dependent,London
05-06-2024,12-09-2024,Canada,Business,New York
11-07-2024,02-10-2024,India,Tourist,Sydney
03-04-2024,31-05-2024,Australia,Work,London
18-02-2024,22-03-2024,USA,Business,Toronto
10-02-2024,08-05-2024,Canada,Dependent,London
12-10-2024,20-10-2024,Australia,Tourist,London
25-06-2024,13-10-2024,Australia,Work,Berlin
03-10-2024,21-11-2024,India,Business,Delhi
08-03-2024,26-03-2024,India,Dependent,Sydney
26-02-2024,11-04-2024,Germany,Dependent,Delhi
28-03-2024,14-07-2024,Canada,Dependent,Toronto
25-12-2024,04-02-2025,Australia,Dependent,Berlin
30-07-2024,05-09-2024,Canada,Dependent,Toronto
20-09-2024,20-12-2024,Canada,Tourist,New York
25-08-2024,17-10-2024,India,Student,Berlin
26-09-2024,04-11-2024,UK,Business,London
13-01-2024,23-03-2024,Australia,Tourist,Toronto
02-12-2024,16-02-2025,India,Dependent,Delhi
19-10-2024,28-10-2024,Canada,Work,Berlin
17-10-2024,07-11-2024,India,Business,London
23-01-2024,03-02-2024,Canada,Dependent,Sydney
27-09-2024,15-01-2025,USA,Business,Berlin
16-11-2024,07-12-2024,USA,Work,New York
22-05-2024,04-08-2024,UK,Dependent,Toronto
18-05-2024,19-07-2024,India,Dependent,New York
01-03-2024,03-04-2024,Germany,Dependent,Toronto
12-06-2024,22-07-2024,Canada,Tourist,New York
31-12-2024,24-04-2025,India,Tourist,Delhi
26-03-2024,25-04-2024,Australia,Business,Sydney
16-03-2024,09-07-2024,India,Work,London
01-01-2024,27-04-2024,USA,Tourist,Delhi
01-02-2024,08-02-2024,India,Dependent,Berlin
11-07-2024,16-08-2024,UK,Business,Toronto
02-05-2024,21-07-2024,India,Dependent,Delhi
02-01-2024,13-03-2024,Germany,Dependent,Berlin
16-02-2024,07-03-2024,UK,Student,Toronto
02-01-2024,09-01-2024,Germany,Student,Toronto
17-10-2024,26-01-2025,Australia,Tourist,New York
12-03-2024,12-06-2024,Canada,Tourist,Toronto
24-10-2024,23-01-2025,Germany,Dependent,Sydney
23-08-2024,30-11-2024,Australia,Dependent,Delhi
17-07-2024,23-07-2024,Germany,Work,London
05-10-2024,25-01-2025,India,Dependent,Toronto
02-09-2024,10-10-2024,Canada,Tourist,Delhi
26-01-2024,02-02-2024,Germany,Dependent,Berlin
21-05-2024,21-08-2024,USA,Tourist,Toronto
01-03-2024,27-06-2024,India,Tourist,Toronto
12-02-2024,29-02-2024,Germany,Student,London
17-02-2024,16-05-2024,Germany,Dependent,Sydney
08-07-2024,09-10-2024,UK,Work,Berlin
13-03-2024,23-06-2024,Germany,Work,New York
10-01-2024,08-02-2024,Australia,Work,Sydney
07-01-2024,20-01-2024,UK,Tourist,London
02-05-2024,11-06-2024,Canada,Business,Delhi
16-08-2024,01-10-2024,Canada,Dependent,Berlin
01-11-2024,08-12-2024,UK,Dependent,Sydney
19-05-2024,11-09-2024,Canada,Business,Toronto
16-03-2024,20-06-2024,India,Student,Delhi
08-10-2024,30-10-2024,UK,Student,New York
27-12-2024,09-04-2025,Germany,Student,Sydney
16-09-2024,10-10-2024,USA,Tourist,Berlin
16-08-2024,05-11-2024,UK,Student,New York
19-07-2024,11-08-2024,India,Dependent,London
13-09-2024,09-01-2025,India,Business,London
18-12-2024,02-02-2025,USA,Business,New York
02-07-2024,26-09-2024,USA,Business,London
22-03-2024,24-04-2024,UK,Business,Delhi
05-01-2024,16-02-2024,India,Tourist,Berlin
